Chapter,QuestionID,AnswerNumber,QuestionText,AnswerText,CorrectFlag
2a,2104,3,"Dei seguenti, quale è considerato rischio principale della classe 4.1?",Tossicità,F
2a,2104,4,"Dei seguenti, quale è considerato rischio principale della classe 4.1?",Comburenza (favorisce l'incendio),F
2a,2104,5,"Dei seguenti, quale è considerato rischio principale della classe 4.1?",Incendio,V
2a,2104,6,"Dei seguenti, quale è considerato rischio principale della classe 4.1?",Radioattività,F
2a,2105,1,"Dei seguenti, quale è considerato rischio principale della classe 4.2?",Infiammazione spontanea,V
2a,2105,2,"Dei seguenti, quale è considerato rischio principale della classe 4.2?",Incendio spontaneo,V
2a,2105,3,"Dei seguenti, quale è considerato rischio principale della classe 4.2?",Corrosività,F
2a,2105,4,"Dei seguenti, quale è considerato rischio principale della classe 4.2?",Tossicità,F
2a,2105,5,"Dei seguenti, quale è considerato rischio principale della classe 4.2?",Decomposizione,F
2a,2105,6,"Dei seguenti, quale è considerato rischio principale della classe 4.2?",L'autocombustione,V
2a,2106,1,"Dei seguenti, quale è considerato rischio principale della classe 4.3?",Emissione di gas infiammabili a contatto con l'acqua,V
2a,2106,2,"Dei seguenti, quale è considerato rischio principale della classe 4.3?",Infiammazione spontanea,F
2a,2106,3,"Dei seguenti, quale è considerato rischio principale della classe 4.3?",Corrosività,F
2a,2106,4,"Dei seguenti, quale è considerato rischio principale della classe 4.3?",Emissione di gas infiammabile in ambiente umido,V
2a,2106,5,"Dei seguenti, quale è considerato rischio principale della classe 4.3?",Incendio e/o esplosione a contatto con l'acqua,V
2a,2106,6,"Dei seguenti, quale è considerato rischio principale della classe 4.3?",Radioattività,F
2a,2107,1,"Dei seguenti, quale è considerato rischio principale della classe 5.1?",Favorisce l'incendio e/o l'esplosione,V
2a,2107,2,"Dei seguenti, quale è considerato rischio principale della classe 5.1?",Infiammabilità,F
2a,2107,3,"Dei seguenti, quale è considerato rischio principale della classe 5.1?",Tossicità,F
2a,2107,4,"Dei seguenti, quale è considerato rischio principale della classe 5.1?",Emissione di ossigeno,V
2a,2107,5,"Dei seguenti, quale è considerato rischio principale della classe 5.1?",Corrosività,F
2a,2107,6,"Dei seguenti, quale è considerato rischio principale della classe 5.1?",Provocare la combustione di altre materie,V
2a,2108,1,"Dei seguenti, quale è considerato rischio principale della classe 5.2?",Instabilità termica,V
2a,2108,2,"Dei seguenti, quale è considerato rischio principale della classe 5.2?",Decomposizione accelerata esplosiva per aumento della temperatura,V
2a,2108,3,"Dei seguenti, quale è considerato rischio principale della classe 5.2?",Tossicità,F
2a,2108,4,"Dei seguenti, quale è considerato rischio principale della classe 5.2?",Corrosività,F
2a,2108,5,"Dei seguenti, quale è considerato rischio principale della classe 5.2?",Infiammabilità,F
2a,2108,6,"Dei seguenti, quale è considerato rischio principale della classe 5.2?",Decomposizione accelerata esplosiva per contatto con impurezze (p.es. acidi),V
2a,2109,1,"Dei seguenti, quale è considerato rischio principale della classe 6.1?",Tossicità,V
2a,2109,2,"Dei seguenti, quale è considerato rischio principale della classe 6.1?",Avvelenamento,V
2a,2109,3,"Dei seguenti, quale è considerato rischio principale della classe 6.1?",Infiammabilità,F
2a,2109,4,"Dei seguenti, quale è considerato rischio principale della classe 6.1?",Corrosività,F
2a,2109,5,"Dei seguenti, quale è considerato rischio principale della classe 6.1?",Radioattività,F
2a,2109,6,"Dei seguenti, quale è considerato rischio principale della classe 6.1?",Esplosione,F
2a,2110,1,"Dei seguenti, quale è considerato rischio principale della classe 6.2?",Infettività,V
2a,2110,2,"Dei seguenti, quale è considerato rischio principale della classe 6.2?",Infiammabilità,F
2a,2110,3,"Dei seguenti, quale è considerato rischio principale della classe 6.2?",Provocare malattie per gli uomini e/o gli animali,V
2a,2110,4,"Dei seguenti, quale è considerato rischio principale della classe 6.2?",Corrosività,F
2a,2110,5,"Dei seguenti, quale è considerato rischio principale della classe 6.2?","Contagio per gli uomini e/o gli animali a causa di virus, batteri, parassiti o funghi contenuti nelle materie",V
2a,2110,6,"Dei seguenti, quale è considerato rischio principale della classe 6.2?",Emissione di gas infiammabili,F
2a,2111,1,"Dei seguenti, quale è considerato rischio principale della classe 7?",Radioattività,V
2a,2111,2,"Dei seguenti, quale è considerato rischio principale della classe 7?",Infiammabilità,F
2a,2111,3,"Dei seguenti, quale è considerato rischio principale della classe 7?",Corrosività,F
2a,2111,4,"Dei seguenti, quale è considerato rischio principale della classe 7?",Radiotossicità,V
2a,2111,5,"Dei seguenti, quale è considerato rischio principale della classe 7?",Emissione di ossigeno,F
2a,2111,6,"Dei seguenti, quale è considerato rischio principale della classe 7?",Esposizione a radiazioni ionizzanti,V
2a,2112,1,"Dei seguenti, quale è considerato il rischio principale della classe 8?",Corrosività,V
2a,2112,2,"Dei seguenti, quale è considerato il rischio principale della classe 8?",Tossicità,F
2a,2112,3,"Dei seguenti, quale è considerato il rischio principale della classe 8?",Infiammabilità,F
2a,2112,4,"Dei seguenti, quale è considerato il rischio principale della classe 8?",Emissione di gas infiammabili,F
2a,2112,5,"Dei seguenti, quale è considerato il rischio principale della classe 8?",Azione chimica di corrosione sulla pelle e/o sui metalli,V
2a,2112,6,"Dei seguenti, quale è considerato il rischio principale della classe 8?",Possibilità di produzione di vapori o nebbie corrosive.,V
2a,2113,1,"Dei seguenti, quali sono i rischi della classe 9?",Emissione di diossine in caso di incendio,V
2a,2113,2,"Dei seguenti, quali sono i rischi della classe 9?",Elevata pressione,F
2a,2113,3,"Dei seguenti, quali sono i rischi della classe 9?",Corrosività,F
2a,2113,4,"Dei seguenti, quali sono i rischi della classe 9?",Rischio per la salute (cancro) per inalazione di materie sotto forma di polveri fini (es: polveri d'amianto),V
2a,2113,5,"Dei seguenti, quali sono i rischi della classe 9?",Emissione di vapori radioattivi,F
2a,2113,6,"Dei seguenti, quali sono i rischi della classe 9?",Inquinamento o contaminazione delle acque,V
2a,2113,7,"Dei seguenti, quali sono i rischi della classe 9?",Elevata temperatura (maggiore o uguale di 100°C) per liquidi trasportati caldi,V
2a,2114,1,Come si può presentare durante il trasporto un prodotto della classe 2?,Gassoso,V
2a,2114,2,Come si può presentare durante il trasporto un prodotto della classe 2?,Una parte liquida e una parte gassosa sotto pressione,V
2a,2114,3,Come si può presentare durante il trasporto un prodotto della classe 2?,Liquefatto,V
2a,2114,4,Come si può presentare durante il trasporto un prodotto della classe 2?,Solido,F
2a,2114,5,Come si può presentare durante il trasporto un prodotto della classe 2?,Pulverulento,F
2a,2114,6,Come si può presentare durante il trasporto un prodotto della classe 2?,Granulare,F
2a,2115,1,"Eseguite un trasporto della classe 3, come si presenta il prodotto?",Solido,F
2a,2115,2,"Eseguite un trasporto della classe 3, come si presenta il prodotto?",Liquido,V
2a,2115,3,"Eseguite un trasporto della classe 3, come si presenta il prodotto?",Gassoso,F
2a,2115,4,"Eseguite un trasporto della classe 3, come si presenta il prodotto?",Polverulento,F
2a,2115,5,"Eseguite un trasporto della classe 3, come si presenta il prodotto?",Granulare,F
2a,2115,6,"Eseguite un trasporto della classe 3, come si presenta il prodotto?",In forma liquida,V
2a,2116,1,"Eseguite un trasporto della classe 5.1, come può presentarsi il prodotto?",Anche allo stato liquido,V
2a,2116,2,"Eseguite un trasporto della classe 5.1, come può presentarsi il prodotto?",Sempre allo stato gassoso,F
2a,2116,3,"Eseguite un trasporto della classe 5.1, come può presentarsi il prodotto?",Esclusivamente allo stato liquido,F
2a,2116,4,"Eseguite un trasporto della classe 5.1, come può presentarsi il prodotto?",Anche allo stato solido,V
2a,2116,5,"Eseguite un trasporto della classe 5.1, come può presentarsi il prodotto?",Solo allo stato solido,F
2a,2117,1,"Eseguite un trasporto della classe 6.1, come può presentarsi il prodotto?",Liquido,V
2a,2117,2,"Eseguite un trasporto della classe 6.1, come può presentarsi il prodotto?",Gassoso,F
2a,2117,3,"Eseguite un trasporto della classe 6.1, come può presentarsi il prodotto?","Aeriforme, ossia con caratteristiche simili all’aria",F
2a,2117,4,"Eseguite un trasporto della classe 6.1, come può presentarsi il prodotto?",Esclusivamente liquido,F
2a,2117,5,"Eseguite un trasporto della classe 6.1, come può presentarsi il prodotto?",Allo stato liquido oppure allo stato solido,V
2a,2118,1,"Eseguite un trasporto della classe 8, come può presentarsi il prodotto?",Può essere anche solido (ovvero sottoforma di polveri o granuli),V
2a,2118,2,"Eseguite un trasporto della classe 8, come può presentarsi il prodotto?",Gassoso,F
2a,2118,3,"Eseguite un trasporto della classe 8, come può presentarsi il prodotto?","Aeriforme, ossia con caratteristiche simili all’aria",F
2a,2118,4,"Eseguite un trasporto della classe 8, come può presentarsi il prodotto?",Non può essere solido,F
2a,2118,5,"Eseguite un trasporto della classe 8, come può presentarsi il prodotto?",Liquido,V
2a,2119,1,"Eseguite un trasporto della classe 9, come può presentarsi il prodotto?",Allo stato liquido oppure allo stato solido,V
2a,2119,2,"Eseguite un trasporto della classe 9, come può presentarsi il prodotto?",Gassoso,F
2a,2119,3,"Eseguite un trasporto della classe 9, come può presentarsi il prodotto?","Aeriforme, ossia con caratteristiche simili all’aria",F
2a,2119,4,"Eseguite un trasporto della classe 9, come può presentarsi il prodotto?",Allo stato solido sottoforma di polveri o granuli,V
2a,2119,5,"Eseguite un trasporto della classe 9, come può presentarsi il prodotto?",Esclusivamente allo stato solido,F
2a,2120,1,Quali materie appartengono alla classe 1 dell’ADR?,Materie e oggetti esplosivi,V
2a,2120,2,Quali materie appartengono alla classe 1 dell’ADR?,Materie liquide infiammabili,F
2a,2120,3,Quali materie appartengono alla classe 1 dell’ADR?,Materie comburenti,F
2a,2120,4,Quali materie appartengono alla classe 1 dell’ADR?,Materie tossiche,F
2a,2120,5,Quali materie appartengono alla classe 1 dell’ADR?,Fuochi d'artificio (materie pirotecniche),V
2a,2121,1,Quali materie appartengono alla classe 2 dell'ADR?,I gas compressi o liquefatti,V
2a,2121,2,Quali materie appartengono alla classe 2 dell'ADR?,Le materie liquide infiammabili,F
2a,2121,3,Quali materie appartengono alla classe 2 dell'ADR?,Le materie comburenti,F
2a,2121,4,Quali materie appartengono alla classe 2 dell'ADR?,Le materie radioattive,F
2a,2121,5,Quali materie appartengono alla classe 2 dell'ADR?,Gas disciolti sotto pressione,V
2a,2121,6,Quali materie appartengono alla classe 2 dell'ADR?,I gas liquefatti refrigerati,V
2a,2122,1,Quali materie appartengono alla classe 3 dell'ADR?,I liquidi infiammabili,V
2a,2122,2,Quali materie appartengono alla classe 3 dell'ADR?,Le materie liquide con un punto di infiammabilità inferiore o uguale a 60 °C,V
2a,2122,3,Quali materie appartengono alla classe 3 dell'ADR?,Le materie soggette ad accensione spontanea,F
2a,2122,4,Quali materie appartengono alla classe 3 dell'ADR?,Le materie e oggetti pericolosi diversi,F
2a,2122,5,Quali materie appartengono alla classe 3 dell'ADR?,I gas infiammabili trasportati però allo stato liquido (es: acetilene),F
2a,2123,1,Quali materie appartengono alla classe 4.1 dell'ADR?,Le materie solide infiammabili,V
2a,2123,2,Quali materie appartengono alla classe 4.1 dell'ADR?,Le materie soggette ad accensione spontanea,F
2a,2123,3,Quali materie appartengono alla classe 4.1 dell'ADR?,Le materie corrosive,F
2a,2123,4,Quali materie appartengono alla classe 4.1 dell'ADR?,"Le materie che, a contatto con l'acqua, sviluppano gas infiammabili",F
2a,2123,5,Quali materie appartengono alla classe 4.1 dell'ADR?,Materie solide facilmente combustibili,V
2a,2124,1,Quali materie appartengono alla classe 4.2 dell'ADR?,Le materie soggette ad accensione spontanea,V
2a,2124,2,Quali materie appartengono alla classe 4.2 dell'ADR?,Le materie solide infiammabili,F
2a,2124,3,Quali materie appartengono alla classe 4.2 dell'ADR?,Le materie comburenti,F
2a,2124,4,Quali materie appartengono alla classe 4.2 dell'ADR?,Le materie tossiche,F
2a,2124,5,Quali materie appartengono alla classe 4.2 dell'ADR?,Le materie autoriscaldanti,V
2a,2125,1,Quali materie appartengono alla classe 4.3 dell'ADR?,"Le materie che a contatto, con l'acqua, sviluppano gas infiammabili",V
2a,2125,2,Quali materie appartengono alla classe 4.3 dell'ADR?,Le materie solide infiammabili,F
2a,2125,3,Quali materie appartengono alla classe 4.3 dell'ADR?,Le materie corrosive,F
2a,2125,4,Quali materie appartengono alla classe 4.3 dell'ADR?,Le materie soggette ad accensione spontanea,F
2a,2125,5,Quali materie appartengono alla classe 4.3 dell'ADR?,Le materie sulle quali non si deve gettare acqua,V
2a,2126,1,Quali materie appartengono alla classe 5.1 dell'ADR?,Le materie comburenti (favoriscono l'incendio),V
2a,2126,2,Quali materie appartengono alla classe 5.1 dell'ADR?,Le materie tossiche,F
2a,2126,3,Quali materie appartengono alla classe 5.1 dell'ADR?,Le materie infettanti,F
2a,2126,4,Quali materie appartengono alla classe 5.1 dell'ADR?,Le materie corrosive,F
2a,2126,5,Quali materie appartengono alla classe 5.1 dell'ADR?,"Le materie che, a contatto con combustibili ed in presenza di un innesco, s’incendiano",V
2a,2127,1,Quali materie appartengono alla classe 5.2 dell'ADR?,I perossidi organici,V
2a,2127,2,Quali materie appartengono alla classe 5.2 dell'ADR?,Le materie soggette ad accensione spontanea,F
2a,2127,3,Quali materie appartengono alla classe 5.2 dell'ADR?,"I gas compressi, liquefatti o disciolti sotto pressione",F
2a,2127,4,Quali materie appartengono alla classe 5.2 dell'ADR?,I liquidi infiammabili,F
2a,2127,5,Quali materie appartengono alla classe 5.2 dell'ADR?,Le materie che si decompongono sviluppando calore,V
